Date,Actual_Value,LSTM_Prediction,LSTM_Percent_Difference,LSTM_RMSE_Train,LSTM_RMSE_Test,LSTM_MAE_Train,LSTM_MAE_Test,Linear_Regression_Prediction,Linear_Percent_Difference,Mean_Prediction,Mean_Percent_Difference
2024-08-21,560.6199951171875,478.58572961618495,14.632775536993602,0.016034520286698224,0.013876745630331016,0.007052076065949072,0.006534842475292969,480.6234577470383,14.269297932091662,479.6045936816116,14.451036734542633
