Date,Actual_Value,LSTM_Prediction,LSTM_Percent_Difference,LSTM_RMSE_Train,LSTM_RMSE_Test,LSTM_MAE_Train,LSTM_MAE_Test,Linear_Regression_Prediction,Linear_Percent_Difference,Mean_Prediction,Mean_Percent_Difference
2024-08-21,560.6199951171875,550.0919935055153,1.8779211771552073,0.018832884459512193,0.019868256472051912,0.014282601395109,0.015400279315205429,559.0604341705531,0.2781850380324747,554.5762138380342,1.078053107593851
